,post,likes,sponsored,nPost,followers,followees,nIgtv,business,verified,day,month,hour_of_day,category
24196,2021-11-25_06-06-28_UTC,415,0,3236,12925,1020,11,1,0,Tuesday,5,16.0,Creators & Celebrities
24199,2021-11-21_14-36-05_UTC,389,0,3236,12925,1020,11,1,0,Saturday,5,7.0,Creators & Celebrities
24200,2021-11-19_05-26-14_UTC,245,0,3236,12925,1020,11,1,0,Thursday,5,12.0,Creators & Celebrities
24202,2021-11-17_18-40-56_UTC,333,0,3236,12925,1020,11,1,0,Tuesday,5,12.0,Creators & Celebrities
24203,2021-11-13_11-16-42_UTC,223,0,3236,12925,1020,11,1,0,Monday,5,14.0,Creators & Celebrities
24204,2021-11-12_06-48-17_UTC,282,0,3236,12925,1020,11,1,0,Sunday,5,15.0,Creators & Celebrities
24206,2021-11-10_14-54-39_UTC,321,0,3236,12925,1020,11,1,0,Wednesday,4,15.0,Creators & Celebrities
24207,2021-11-09_14-08-16_UTC,374,0,3236,12925,1020,11,1,0,Monday,4,15.0,Creators & Celebrities
24208,2021-11-08_14-26-11_UTC,286,0,3236,12925,1020,11,1,0,Sunday,4,13.0,Creators & Celebrities
24210,2021-11-05_05-16-03_UTC,608,0,3236,12925,1020,11,1,0,Thursday,4,14.0,Creators & Celebrities
24211,2021-11-04_07-33-59_UTC,587,0,3236,12925,1020,11,1,0,Wednesday,4,10.0,Creators & Celebrities
24213,2021-11-02_12-01-28_UTC,367,0,3236,12925,1020,11,1,0,Monday,4,8.0,Creators & Celebrities
24217,2021-10-29_05-13-15_UTC,360,0,3236,12925,1020,11,1,0,Thursday,4,14.0,Creators & Celebrities
24218,2021-10-28_13-45-33_UTC,378,0,3236,12925,1020,11,1,0,Wednesday,4,17.0,Creators & Celebrities
24220,2021-10-23_08-25-48_UTC,289,0,3236,12925,1020,11,1,0,Wednesday,4,8.0,Creators & Celebrities
24221,2021-10-19_12-43-39_UTC,404,0,3236,12925,1020,11,1,0,Tuesday,4,8.0,Creators & Celebrities
24224,2021-10-12_06-51-59_UTC,320,0,3236,12925,1020,11,1,0,Thursday,4,7.0,Creators & Celebrities
24228,2021-10-03_07-34-51_UTC,510,0,3236,12925,1020,11,1,0,Saturday,3,10.0,Creators & Celebrities
24229,2021-10-01_04-42-05_UTC,436,0,3236,12925,1020,11,1,0,Thursday,3,10.0,Creators & Celebrities
24231,2021-09-29_12-09-43_UTC,315,0,3236,12925,1020,11,1,0,Monday,3,14.0,Creators & Celebrities
24235,2021-09-22_12-17-08_UTC,349,0,3236,12925,1020,11,1,0,Thursday,3,8.0,Creators & Celebrities
24236,2021-09-20_11-39-29_UTC,531,0,3236,12925,1020,11,1,0,Wednesday,3,12.0,Creators & Celebrities
24237,2021-09-19_13-09-33_UTC,191,0,3236,12925,1020,11,1,0,Tuesday,3,16.0,Creators & Celebrities
24238,2021-09-16_15-06-22_UTC,307,0,3236,12925,1020,11,1,0,Monday,3,14.0,Creators & Celebrities
24239,2021-09-15_13-57-59_UTC,285,0,3236,12925,1020,11,1,0,Sunday,3,14.0,Creators & Celebrities
24240,2021-09-14_10-50-48_UTC,372,0,3236,12925,1020,11,1,0,Saturday,3,15.0,Creators & Celebrities
24241,2021-09-11_14-51-29_UTC,277,0,3236,12925,1020,11,1,0,Friday,3,13.0,Creators & Celebrities
24242,2021-09-10_07-34-02_UTC,417,0,3236,12925,1020,11,1,0,Thursday,3,14.0,Creators & Celebrities
24244,2021-09-08_09-24-33_UTC,469,0,3236,12925,1020,11,1,0,Monday,3,13.0,Creators & Celebrities
24245,2021-09-06_12-40-34_UTC,447,0,3236,12925,1020,11,1,0,Sunday,3,15.0,Creators & Celebrities
24246,2021-09-05_13-01-40_UTC,556,0,3236,12925,1020,11,1,0,Saturday,3,9.0,Creators & Celebrities
24247,2021-09-04_11-31-05_UTC,273,0,3236,12925,1020,11,1,0,Friday,3,6.0,Creators & Celebrities
24251,2021-08-29_14-48-17_UTC,345,0,3236,12925,1020,11,1,0,Monday,3,14.0,Creators & Celebrities
24253,2021-08-26_07-18-13_UTC,251,0,3236,12925,1020,11,1,0,Saturday,2,16.0,Creators & Celebrities
24254,2021-08-25_14-32-24_UTC,269,0,3236,12925,1020,11,1,0,Friday,2,15.0,Creators & Celebrities
24255,2021-08-22_13-23-22_UTC,188,0,3236,12925,1020,11,1,0,Thursday,2,8.0,Creators & Celebrities
24256,2021-08-20_05-49-42_UTC,156,0,3236,12925,1020,11,1,0,Tuesday,2,14.0,Creators & Celebrities
24259,2021-08-17_12-29-37_UTC,559,0,3236,12925,1020,11,1,0,Friday,2,6.0,Creators & Celebrities
24262,2021-08-14_11-43-28_UTC,249,0,3236,12925,1020,11,1,0,Tuesday,2,15.0,Creators & Celebrities
24264,2021-08-12_12-57-14_UTC,213,0,3236,12925,1020,11,1,0,Sunday,2,11.0,Creators & Celebrities
24267,2021-08-09_18-59-56_UTC,211,0,3236,12925,1020,11,1,0,Thursday,2,10.0,Creators & Celebrities
24268,2021-08-09_09-30-13_UTC,118,0,3236,12925,1020,11,1,0,Wednesday,2,14.0,Creators & Celebrities
24271,2021-08-05_15-55-30_UTC,178,0,3236,12925,1020,11,1,0,Sunday,2,7.0,Creators & Celebrities
24273,2021-08-04_19-33-25_UTC,269,0,3236,12925,1020,11,1,0,Thursday,2,5.0,Creators & Celebrities
24278,2021-07-25_16-18-40_UTC,309,0,3236,12925,1020,11,1,0,Monday,1,18.0,Creators & Celebrities
24282,2021-07-21_19-47-20_UTC,214,0,3236,12925,1020,11,1,0,Friday,1,14.0,Creators & Celebrities
24286,2021-07-17_15-30-02_UTC,250,0,3236,12925,1020,11,1,0,Saturday,1,15.0,Creators & Celebrities
24287,2021-07-15_17-17-14_UTC,577,0,3236,12925,1020,11,1,0,Friday,1,8.0,Creators & Celebrities
24288,2021-07-13_16-48-21_UTC,298,0,3236,12925,1020,11,1,0,Thursday,1,5.0,Creators & Celebrities
24289,2021-07-09_05-00-32_UTC,689,0,3236,12925,1020,11,1,0,Wednesday,1,5.0,Creators & Celebrities
24292,2021-07-03_04-13-38_UTC,663,0,3236,12925,1020,11,1,0,Sunday,1,12.0,Creators & Celebrities
24293,2021-07-01_13-08-00_UTC,543,0,3236,12925,1020,11,1,0,Saturday,1,16.0,Creators & Celebrities
24294,2021-06-28_12-43-01_UTC,276,0,3236,12925,1020,11,1,0,Friday,1,12.0,Creators & Celebrities
24295,2021-06-27_06-26-07_UTC,225,0,3236,12925,1020,11,1,0,Thursday,1,8.0,Creators & Celebrities
24296,2021-06-25_14-48-34_UTC,338,0,3236,12925,1020,11,1,0,Wednesday,1,10.0,Creators & Celebrities
24299,2021-06-20_13-39-27_UTC,135,0,3236,12925,1020,11,1,0,Sunday,1,14.0,Creators & Celebrities
24300,2021-06-18_09-11-54_UTC,259,0,3236,12925,1020,11,1,0,Saturday,1,15.0,Creators & Celebrities
24303,2021-06-16_07-38-46_UTC,468,0,3236,12925,1020,11,1,0,Thursday,12,21.0,Creators & Celebrities
24304,2021-06-14_12-09-20_UTC,688,0,3236,12925,1020,11,1,0,Thursday,12,2.0,Creators & Celebrities
24306,2021-06-12_13-11-07_UTC,201,0,3236,12925,1020,11,1,0,Tuesday,12,2.0,Creators & Celebrities
24307,2021-06-11_05-59-34_UTC,336,0,3236,12925,1020,11,1,0,Sunday,12,22.0,Creators & Celebrities
24310,2021-06-05_17-06-39_UTC,303,0,3236,12925,1020,11,1,0,Thursday,12,21.0,Creators & Celebrities
24311,2021-06-04_17-54-32_UTC,398,0,3236,12925,1020,11,1,0,Wednesday,12,21.0,Creators & Celebrities
24315,2021-05-30_11-43-20_UTC,478,0,3236,12925,1020,11,1,0,Saturday,12,19.0,Creators & Celebrities
24316,2021-05-29_09-50-20_UTC,382,0,3236,12925,1020,11,1,0,Saturday,12,0.0,Creators & Celebrities
24317,2021-05-27_11-53-05_UTC,506,0,3236,12925,1020,11,1,0,Friday,12,0.0,Creators & Celebrities
24318,2021-05-25_11-57-08_UTC,279,0,3236,12925,1020,11,1,0,Wednesday,12,21.0,Creators & Celebrities
24319,2021-05-24_12-49-47_UTC,527,0,3236,12925,1020,11,1,0,Wednesday,12,2.0,Creators & Celebrities
24320,2021-05-23_12-28-43_UTC,372,0,3236,12925,1020,11,1,0,Tuesday,12,2.0,Creators & Celebrities
24321,2021-05-21_07-33-10_UTC,344,0,3236,12925,1020,11,1,0,Sunday,12,16.0,Creators & Celebrities
24322,2021-05-20_04-26-28_UTC,444,0,3236,12925,1020,11,1,0,Saturday,12,21.0,Creators & Celebrities
24323,2021-05-19_13-54-38_UTC,298,0,3236,12925,1020,11,1,0,Friday,12,22.0,Creators & Celebrities
24324,2021-05-16_11-03-08_UTC,239,0,3236,12925,1020,11,1,0,Thursday,12,17.0,Creators & Celebrities
24326,2021-05-13_14-00-56_UTC,371,0,3236,12925,1020,11,1,0,Tuesday,12,17.0,Creators & Celebrities
24327,2021-05-12_12-24-30_UTC,281,0,3236,12925,1020,11,1,0,Monday,12,17.0,Creators & Celebrities
24329,2021-05-11_05-00-37_UTC,429,0,3236,12925,1020,11,1,0,Sunday,12,2.0,Creators & Celebrities
24331,2021-05-08_06-33-49_UTC,670,0,3236,12925,1020,11,1,0,Thursday,12,17.0,Creators & Celebrities
24333,2021-05-05_13-39-47_UTC,409,0,3236,12925,1020,11,1,0,Tuesday,11,17.0,Creators & Celebrities
24335,2021-05-03_13-20-06_UTC,468,0,3236,12925,1020,11,1,0,Sunday,11,21.0,Creators & Celebrities
24336,2021-05-02_14-23-20_UTC,639,0,3236,12925,1020,11,1,0,Saturday,11,18.0,Creators & Celebrities
24337,2021-04-30_13-12-54_UTC,568,0,3236,12925,1020,11,1,0,Friday,11,21.0,Creators & Celebrities
24338,2021-04-28_14-47-35_UTC,343,0,3236,12925,1020,11,1,0,Thursday,11,17.0,Creators & Celebrities
24339,2021-04-26_14-19-29_UTC,382,0,3236,12925,1020,11,1,0,Wednesday,11,21.0,Creators & Celebrities
24342,2021-04-22_13-53-42_UTC,503,0,3236,12925,1020,11,1,0,Sunday,11,21.0,Creators & Celebrities
24343,2021-04-21_09-23-48_UTC,595,0,3236,12925,1020,11,1,0,Saturday,11,16.0,Creators & Celebrities
24344,2021-04-20_11-44-52_UTC,429,0,3236,12925,1020,11,1,0,Friday,11,21.0,Creators & Celebrities
24345,2021-04-19_07-24-10_UTC,421,0,3236,12925,1020,11,1,0,Thursday,11,21.0,Creators & Celebrities
24346,2021-04-18_10-16-20_UTC,511,0,3236,12925,1020,11,1,0,Thursday,11,2.0,Creators & Celebrities
24348,2021-04-16_05-17-51_UTC,716,0,3236,12925,1020,11,1,0,Monday,11,17.0,Creators & Celebrities
24350,2021-04-14_16-23-48_UTC,584,0,3236,12925,1020,11,1,0,Saturday,11,16.0,Creators & Celebrities
24351,2021-04-08_08-33-07_UTC,990,0,3236,12925,1020,11,1,0,Friday,11,17.0,Creators & Celebrities
24352,2021-04-07_07-53-04_UTC,457,0,3236,12925,1020,11,1,0,Thursday,11,21.0,Creators & Celebrities
24354,2021-04-03_05-14-08_UTC,516,0,3236,12925,1020,11,1,0,Tuesday,11,21.0,Creators & Celebrities
24355,2021-04-02_05-10-31_UTC,374,0,3236,12925,1020,11,1,0,Monday,11,23.0,Creators & Celebrities
24356,2021-04-01_06-54-08_UTC,329,0,3236,12925,1020,11,1,0,Sunday,11,16.0,Creators & Celebrities
24357,2021-03-30_12-22-27_UTC,445,0,3236,12925,1020,11,1,0,Sunday,11,1.0,Creators & Celebrities
24358,2021-03-29_13-54-32_UTC,313,0,3236,12925,1020,11,1,0,Saturday,11,1.0,Creators & Celebrities
24359,2021-03-28_13-44-21_UTC,632,0,3236,12925,1020,11,1,0,Friday,11,1.0,Creators & Celebrities
24360,2021-03-27_09-13-58_UTC,346,0,3236,12925,1020,11,1,0,Thursday,11,1.0,Creators & Celebrities
24362,2021-03-24_14-36-38_UTC,409,0,3236,12925,1020,11,1,0,Monday,11,16.0,Creators & Celebrities
24364,2021-03-21_14-37-49_UTC,228,0,3236,12925,1020,11,1,0,Sunday,10,1.0,Creators & Celebrities
24365,2021-03-20_12-51-59_UTC,325,0,3236,12925,1020,11,1,0,Friday,10,20.0,Creators & Celebrities
24369,2021-03-16_15-15-32_UTC,398,0,3236,12925,1020,11,1,0,Monday,10,20.0,Creators & Celebrities
24370,2021-03-15_13-15-33_UTC,476,0,3236,12925,1020,11,1,0,Sunday,10,20.0,Creators & Celebrities
24371,2021-03-14_13-28-27_UTC,223,0,3236,12925,1020,11,1,0,Saturday,10,16.0,Creators & Celebrities
24372,2021-03-13_14-04-51_UTC,652,0,3236,12925,1020,11,1,0,Friday,10,20.0,Creators & Celebrities
24375,2021-03-10_12-12-26_UTC,600,0,3236,12925,1020,11,1,0,Tuesday,10,16.0,Creators & Celebrities
24378,2021-03-06_08-03-05_UTC,654,0,3236,12925,1020,11,1,0,Saturday,10,22.0,Creators & Celebrities
24380,2021-03-04_13-57-38_UTC,407,0,3236,12925,1020,11,1,0,Thursday,10,20.0,Creators & Celebrities
24382,2021-03-02_15-20-33_UTC,338,0,3236,12925,1020,11,1,0,Tuesday,10,20.0,Creators & Celebrities
24383,2021-03-01_13-39-19_UTC,331,0,3236,12925,1020,11,1,0,Monday,10,23.0,Creators & Celebrities
24384,2021-02-28_12-23-24_UTC,1299,0,3236,12925,1020,11,1,0,Sunday,10,20.0,Creators & Celebrities
24385,2021-02-27_15-23-14_UTC,327,0,3236,12925,1020,11,1,0,Saturday,10,20.0,Creators & Celebrities
24386,2021-02-26_14-18-10_UTC,402,0,3236,12925,1020,11,1,0,Friday,10,18.0,Creators & Celebrities
24387,2021-02-25_07-55-09_UTC,925,0,3236,12925,1020,11,1,0,Thursday,10,18.0,Creators & Celebrities
24388,2021-02-23_13-19-46_UTC,624,0,3236,12925,1020,11,1,0,Wednesday,10,18.0,Creators & Celebrities
24389,2021-02-21_14-48-13_UTC,690,0,3236,12925,1020,11,1,0,Tuesday,10,17.0,Creators & Celebrities
24390,2021-02-20_14-10-25_UTC,488,0,3236,12925,1020,11,1,0,Monday,10,23.0,Creators & Celebrities
24391,2021-02-19_05-14-37_UTC,549,0,3236,12925,1020,11,1,0,Sunday,10,17.0,Creators & Celebrities
24394,2021-02-16_14-14-27_UTC,533,0,3236,12925,1020,11,1,0,Thursday,9,16.0,Creators & Celebrities
24395,2021-02-15_13-47-10_UTC,204,0,3236,12925,1020,11,1,0,Wednesday,9,17.0,Creators & Celebrities
24396,2021-02-14_10-53-38_UTC,206,0,3236,12925,1020,11,1,0,Tuesday,9,16.0,Creators & Celebrities
24397,2021-02-13_15-01-04_UTC,411,0,3236,12925,1020,11,1,0,Monday,9,16.0,Creators & Celebrities
24398,2021-02-12_15-04-14_UTC,363,0,3236,12925,1020,11,1,0,Sunday,9,22.0,Creators & Celebrities
24399,2021-02-11_09-47-39_UTC,465,0,3236,12925,1020,11,1,0,Saturday,9,17.0,Creators & Celebrities
24400,2021-02-10_13-50-32_UTC,902,0,3236,12925,1020,11,1,0,Friday,9,19.0,Creators & Celebrities
24401,2021-02-09_15-58-45_UTC,760,0,3236,12925,1020,11,1,0,Thursday,9,19.0,Creators & Celebrities
24403,2021-02-07_06-47-02_UTC,801,0,3236,12925,1020,11,1,0,Tuesday,9,16.0,Creators & Celebrities
24404,2021-02-06_07-46-04_UTC,382,0,3236,12925,1020,11,1,0,Monday,9,17.0,Creators & Celebrities
24405,2021-02-04_04-16-17_UTC,541,0,3236,12925,1020,11,1,0,Sunday,9,18.0,Creators & Celebrities
24406,2021-02-03_12-49-07_UTC,505,0,3236,12925,1020,11,1,0,Saturday,9,16.0,Creators & Celebrities
24409,2021-01-26_08-33-32_UTC,287,0,3236,12925,1020,11,1,0,Wednesday,9,17.0,Creators & Celebrities
24412,2021-01-24_15-14-36_UTC,238,0,3236,12925,1020,11,1,0,Sunday,9,18.0,Creators & Celebrities
24413,2021-01-23_14-09-41_UTC,260,0,3236,12925,1020,11,1,0,Saturday,9,16.0,Creators & Celebrities
24414,2021-01-22_13-55-07_UTC,355,0,3236,12925,1020,11,1,0,Friday,9,18.0,Creators & Celebrities
24415,2021-01-20_08-48-36_UTC,300,0,3236,12925,1020,11,1,0,Thursday,9,17.0,Creators & Celebrities
24416,2021-01-19_04-50-21_UTC,458,0,3236,12925,1020,11,1,0,Wednesday,9,17.0,Creators & Celebrities
24417,2021-01-18_12-13-09_UTC,819,0,3236,12925,1020,11,1,0,Tuesday,9,16.0,Creators & Celebrities
24418,2021-01-16_14-45-25_UTC,343,0,3236,12925,1020,11,1,0,Monday,9,14.0,Creators & Celebrities
24421,2021-01-13_04-57-46_UTC,294,0,3236,12925,1020,11,1,0,Friday,9,19.0,Creators & Celebrities
24422,2021-01-12_04-33-27_UTC,372,0,3236,12925,1020,11,1,0,Thursday,9,16.0,Creators & Celebrities
24423,2021-01-11_05-23-38_UTC,510,0,3236,12925,1020,11,1,0,Wednesday,9,17.0,Creators & Celebrities
24425,2021-01-09_15-31-18_UTC,207,0,3236,12925,1020,11,1,0,Tuesday,8,16.0,Creators & Celebrities
24426,2021-01-08_11-23-23_UTC,532,0,3236,12925,1020,11,1,0,Monday,8,17.0,Creators & Celebrities
24427,2021-01-07_07-45-18_UTC,239,0,3236,12925,1020,11,1,0,Sunday,8,18.0,Creators & Celebrities
24428,2021-01-06_09-21-41_UTC,392,0,3236,12925,1020,11,1,0,Saturday,8,20.0,Creators & Celebrities
24429,2021-01-05_16-57-21_UTC,223,0,3236,12925,1020,11,1,0,Friday,8,20.0,Creators & Celebrities
24430,2021-01-04_14-32-57_UTC,347,0,3236,12925,1020,11,1,0,Thursday,8,21.0,Creators & Celebrities
24432,2021-01-02_14-07-28_UTC,345,0,3236,12925,1020,11,1,0,Tuesday,8,21.0,Creators & Celebrities
24433,2021-01-01_07-10-22_UTC,230,0,3236,12925,1020,11,1,0,Monday,8,20.0,Creators & Celebrities
24434,2021-12-31_22-27-05_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,8,20.0,Creators & Celebrities
24435,2021-12-30_20-23-42_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,8,15.0,Creators & Celebrities
24436,2021-12-30_01-46-20_UTC,-1,0,3160,11604,1829,0,1,0,Friday,8,22.0,Creators & Celebrities
24437,2021-12-28_20-52-33_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,8,22.0,Creators & Celebrities
24438,2021-12-28_01-38-31_UTC,165,0,3160,11604,1829,0,1,0,Wednesday,8,23.0,Creators & Celebrities
24439,2021-12-26_21-41-09_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,8,22.0,Creators & Celebrities
24440,2021-12-25_20-22-50_UTC,-1,0,3160,11604,1829,0,1,0,Monday,8,22.0,Creators & Celebrities
24441,2021-12-24_20-52-37_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,8,23.0,Creators & Celebrities
24442,2021-12-23_20-34-15_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,8,21.0,Creators & Celebrities
24443,2021-12-22_20-21-13_UTC,-1,0,3160,11604,1829,0,1,0,Friday,8,21.0,Creators & Celebrities
24445,2021-12-20_20-20-50_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,8,20.0,Creators & Celebrities
24446,2021-12-19_20-26-19_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,8,22.0,Creators & Celebrities
24447,2021-12-18_18-40-32_UTC,-1,0,3160,11604,1829,0,1,0,Monday,8,23.0,Creators & Celebrities
24448,2021-12-17_23-14-02_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,8,20.0,Creators & Celebrities
24449,2021-12-16_23-24-27_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,8,1.0,Creators & Celebrities
24450,2021-12-15_20-25-02_UTC,-1,0,3160,11604,1829,0,1,0,Friday,8,21.0,Creators & Celebrities
24451,2021-12-15_01-41-21_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,8,22.0,Creators & Celebrities
24452,2021-12-14_01-26-08_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,8,22.0,Creators & Celebrities
24453,2021-12-12_15-54-38_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,8,22.0,Creators & Celebrities
24454,2021-12-11_20-53-26_UTC,-1,0,3160,11604,1829,0,1,0,Monday,8,21.0,Creators & Celebrities
24455,2021-12-10_21-26-51_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,8,15.0,Creators & Celebrities
24456,2021-12-09_16-29-56_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,7,17.0,Creators & Celebrities
24457,2021-12-08_20-18-21_UTC,-1,0,3160,11604,1829,0,1,0,Friday,7,20.0,Creators & Celebrities
24458,2021-12-07_16-45-19_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,7,23.0,Creators & Celebrities
24459,2021-12-06_16-11-29_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,7,22.0,Creators & Celebrities
24460,2021-12-05_21-12-34_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,7,22.0,Creators & Celebrities
24461,2021-12-05_01-14-57_UTC,-1,0,3160,11604,1829,0,1,0,Monday,7,21.0,Creators & Celebrities
24462,2021-12-03_20-37-38_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,7,21.0,Creators & Celebrities
24463,2021-12-02_16-09-16_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,7,21.0,Creators & Celebrities
24464,2021-12-01_16-52-20_UTC,-1,0,3160,11604,1829,0,1,0,Friday,7,21.0,Creators & Celebrities
24465,2021-11-30_16-43-12_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,7,21.0,Creators & Celebrities
24466,2021-11-29_17-05-38_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,7,21.0,Creators & Celebrities
24467,2021-11-28_20-15-14_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,7,23.0,Creators & Celebrities
24468,2021-11-27_17-09-41_UTC,-1,0,3160,11604,1829,0,1,0,Monday,7,23.0,Creators & Celebrities
24469,2021-11-26_20-55-00_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,7,20.0,Creators & Celebrities
24471,2021-11-24_20-11-54_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,7,1.0,Creators & Celebrities
24472,2021-11-23_20-08-36_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,7,21.0,Creators & Celebrities
24473,2021-11-22_20-04-15_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,7,21.0,Creators & Celebrities
24474,2021-11-21_20-21-00_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,7,22.0,Creators & Celebrities
24475,2021-11-20_15-16-01_UTC,-1,0,3160,11604,1829,0,1,0,Monday,7,23.0,Creators & Celebrities
24476,2021-11-19_20-18-56_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,7,23.0,Creators & Celebrities
24477,2021-11-18_20-22-08_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,7,22.0,Creators & Celebrities
24478,2021-11-18_01-39-42_UTC,-1,0,3160,11604,1829,0,1,0,Friday,7,21.0,Creators & Celebrities
24479,2021-11-16_20-18-17_UTC,-1,0,3160,11604,1829,0,1,0,Friday,7,1.0,Creators & Celebrities
24480,2021-11-15_16-43-48_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,7,21.0,Creators & Celebrities
24481,2021-11-14_20-14-05_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,7,21.0,Creators & Celebrities
24482,2021-11-13_15-19-15_UTC,-1,0,3160,11604,1829,0,1,0,Monday,7,20.0,Creators & Celebrities
24483,2021-11-12_16-00-23_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,7,20.0,Creators & Celebrities
24484,2021-11-11_20-50-37_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,7,18.0,Creators & Celebrities
24485,2021-11-11_02-14-56_UTC,-1,0,3160,11604,1829,0,1,0,Friday,7,21.0,Creators & Celebrities
24486,2021-11-09_20-34-32_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,7,21.0,Creators & Celebrities
24487,2021-11-08_22-54-03_UTC,199,0,3160,11604,1829,0,1,0,Wednesday,6,21.0,Creators & Celebrities
24488,2021-11-07_15-09-07_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,6,23.0,Creators & Celebrities
24489,2021-11-07_00-28-42_UTC,-1,0,3160,11604,1829,0,1,0,Monday,6,22.0,Creators & Celebrities
24490,2021-11-06_00-36-45_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,6,19.0,Creators & Celebrities
24491,2021-11-05_00-42-12_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,6,16.0,Creators & Celebrities
24492,2021-11-04_00-58-09_UTC,-1,0,3160,11604,1829,0,1,0,Friday,6,21.0,Creators & Celebrities
24493,2021-11-02_18-55-24_UTC,-1,0,3160,11604,1829,0,1,0,Friday,6,0.0,Creators & Celebrities
24494,2021-11-01_15-52-17_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,6,23.0,Creators & Celebrities
24495,2021-11-01_00-44-19_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,6,22.0,Creators & Celebrities
24496,2021-10-31_00-29-01_UTC,-1,0,3160,11604,1829,0,1,0,Monday,6,21.0,Creators & Celebrities
24497,2021-10-29_19-24-22_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,6,20.0,Creators & Celebrities
24498,2021-10-28_21-17-16_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,6,1.0,Creators & Celebrities
24499,2021-10-27_22-41-59_UTC,174,0,3160,11604,1829,0,1,0,Friday,6,21.0,Creators & Celebrities
24500,2021-10-27_00-29-46_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,6,23.0,Creators & Celebrities
24501,2021-10-25_19-57-48_UTC,198,0,3160,11604,1829,0,1,0,Wednesday,6,23.0,Creators & Celebrities
24502,2021-10-24_19-26-25_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,6,22.0,Creators & Celebrities
24504,2021-10-22_19-53-31_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,6,22.0,Creators & Celebrities
24505,2021-10-21_15-32-24_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,6,14.0,Creators & Celebrities
24506,2021-10-20_22-48-10_UTC,-1,0,3160,11604,1829,0,1,0,Friday,6,16.0,Creators & Celebrities
24507,2021-10-19_15-12-29_UTC,-1,0,3160,11604,1829,0,1,0,Thursday,6,21.0,Creators & Celebrities
24508,2021-10-18_15-26-08_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,6,21.0,Creators & Celebrities
24509,2021-10-18_00-27-17_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,6,21.0,Creators & Celebrities
24510,2021-10-16_21-53-02_UTC,273,0,3160,11604,1829,0,1,0,Monday,6,21.0,Creators & Celebrities
24511,2021-10-15_19-07-25_UTC,-1,0,3160,11604,1829,0,1,0,Sunday,6,18.0,Creators & Celebrities
24512,2021-10-14_19-54-36_UTC,-1,0,3160,11604,1829,0,1,0,Saturday,6,18.0,Creators & Celebrities
24513,2021-10-13_19-15-24_UTC,-1,0,3160,11604,1829,0,1,0,Friday,6,21.0,Creators & Celebrities
24514,2021-10-12_19-24-31_UTC,-1,0,3160,11604,1829,0,1,0,Friday,6,0.0,Creators & Celebrities
24515,2021-10-11_22-43-54_UTC,-1,0,3160,11604,1829,0,1,0,Wednesday,6,22.0,Creators & Celebrities
24516,2021-10-10_19-12-14_UTC,-1,0,3160,11604,1829,0,1,0,Tuesday,6,22.0,Creators & Celebrities
24518,2021-10-08_17-21-26_UTC,-1,0,3160,11604,1829,0,1,0,Monday,5,2.0,Creators & Celebrities
